File,Affine_0_X,Affine_0_Y,Affine_1_X,Affine_1_Y,Age,Confidence,DFFS,FTE,FTO,First_Eye_X,First_Eye_Y,FrameNumber,FrontalFace_X,FrontalFace_Y,FrontalFace_Width,FrontalFace_Height,Gallery,Index,Second_Eye_X,Second_Eye_Y
/home/qzhao2/irkm-drives/1/data/amazon_user/author_photo/images-na.ssl-images-amazon.com/images/I/41YyJp2e+xL._01_SR218_218_.jpg,68,73,134,88,39.2662,1,1673.04,true,false,68,73,0,0,0,218,218,/home/qzhao2/irkm-drives/1/data/amazon_user/author_photo/images-na.ssl-images-amazon.com/images/I/41YyJp2e+xL._01_SR218_218_.jpg,0,134,88
